Date,BG,AGRO,MOS,ICL,CF,CAT,ADM,SMG,LAND,TSN,FMC,AGCO,TSCO,DE,UFPI
2018-10-03,68.80999755859375,7.380000114440918,33.540000915527344,6.360000133514404,55.31999969482422,158.22000122070312,50.45000076293945,79.23999786376953,12.300000190734863,59.130001068115234,79.75715637207031,61.86000061035156,88.8499984741211,158.2100067138672,34.13999938964844
2018-10-04,68.38999938964844,7.21999979019165,33.779998779296875,6.230000019073486,56.060001373291016,156.75,50.459999084472656,78.41000366210938,12.149999618530273,60.0,79.1587142944336,62.0,87.55000305175781,158.30999755859375,34.43000030517578
2018-10-05,68.93000030517578,7.300000190734863,33.11000061035156,6.21999979019165,55.02000045776367,153.30999755859375,51.06999969482422,78.75,12.029999732971191,61.54999923706055,78.6296615600586,60.5,87.6500015258789,156.39999389648438,34.4900016784668
2018-10-08,70.7699966430664,7.449999809265137,33.720001220703125,6.150000095367432,55.33000183105469,153.35000610351562,51.790000915527344,79.0,11.970000267028809,63.279998779296875,78.6296615600586,60.650001525878906,88.68000030517578,153.82000732421875,34.9900016784668
2018-10-09,69.91000366210938,7.559999942779541,33.099998474121094,6.309999942779541,54.810001373291016,149.4600067138672,51.45000076293945,77.76000213623047,12.229999542236328,62.83000183105469,75.44666290283203,58.34000015258789,89.04000091552734,150.4499969482422,34.310001373291016
2018-10-10,67.44999694824219,7.449999809265137,32.310001373291016,6.059999942779541,50.34000015258789,143.72000122070312,50.13999938964844,75.62000274658203,12.100000381469727,61.27000045776367,73.13096618652344,56.900001525878906,84.81999969482422,147.4600067138672,34.11000061035156
2018-10-11,66.61000061035156,7.480000019073486,32.689998626708984,6.0,51.130001068115234,140.97000122070312,48.66999816894531,73.23999786376953,11.90999984741211,60.22999954223633,72.12489318847656,56.220001220703125,85.2300033569336,146.47000122070312,32.900001525878906
2018-10-12,67.20999908447266,7.75,32.88999938964844,6.090000152587891,52.43000030517578,142.07000732421875,48.83000183105469,72.75,11.9399995803833,60.290000915527344,73.59930419921875,55.459999084472656,86.66999816894531,148.4199981689453,32.810001373291016
2018-10-15,68.0199966430664,7.960000038146973,32.91999816894531,6.110000133514404,50.790000915527344,141.8000030517578,49.040000915527344,72.73999786376953,12.029999732971191,61.099998474121094,72.87944793701172,55.709999084472656,86.56999969482422,148.4499969482422,32.810001373291016
2018-10-16,68.79000091552734,8.149999618530273,33.130001068115234,6.25,52.29999923706055,143.7100067138672,49.29999923706055,74.26000213623047,12.279999732971191,62.029998779296875,73.46054077148438,56.84000015258789,88.87999725341797,151.9600067138672,34.09000015258789
2018-10-17,68.62000274658203,8.039999961853027,33.04999923706055,6.230000019073486,51.5,141.33999633789062,49.029998779296875,73.20999908447266,12.25,61.970001220703125,72.52384948730469,56.40999984741211,88.05999755859375,151.63999938964844,31.360000610351562
2018-10-18,67.30999755859375,7.889999866485596,32.849998474121094,6.079999923706055,50.81999969482422,135.8000030517578,49.209999084472656,72.30999755859375,12.09000015258789,62.40999984741211,71.70858764648438,55.0,87.6500015258789,147.1999969482422,30.139999389648438
2018-10-19,67.43000030517578,8.09000015258789,33.15999984741211,6.190000057220459,50.63999938964844,131.32000732421875,49.540000915527344,72.25,12.069999694824219,62.43000030517578,70.5550765991211,54.38999938964844,86.86000061035156,145.91000366210938,28.920000076293945
2018-10-22,66.83999633789062,8.170000076293945,32.779998779296875,6.130000114440918,49.060001373291016,128.7100067138672,48.90999984741211,71.20999908447266,12.369999885559082,61.83000183105469,69.22810363769531,54.060001373291016,87.38999938964844,145.44000244140625,28.8700008392334
2018-10-23,66.9000015258789,8.0,31.40999984741211,5.96999979019165,47.189998626708984,118.9800033569336,49.060001373291016,69.08000183105469,12.359999656677246,62.150001525878906,68.4215087890625,52.58000183105469,87.48999786376953,139.6300048828125,29.010000228881836
2018-10-24,65.63999938964844,7.739999771118164,29.520000457763672,5.769999980926514,44.290000915527344,112.33999633789062,47.75,68.06999969482422,12.460000038146973,61.709999084472656,65.2298355102539,50.06999969482422,84.18000030517578,133.88999938964844,27.690000534057617
2018-10-25,66.12000274658203,7.699999809265137,30.0,5.679999828338623,44.880001068115234,115.62999725341797,47.900001525878906,69.06999969482422,12.710000038146973,61.68000030517578,65.94969940185547,50.599998474121094,89.06999969482422,136.77999877929688,28.540000915527344
2018-10-26,65.2300033569336,7.71999979019165,29.81999969482422,5.639999866485596,44.380001068115234,115.05000305175781,46.459999084472656,67.27999877929688,12.510000228881836,60.470001220703125,65.73287200927734,51.209999084472656,90.83999633789062,133.0,27.850000381469727
2018-10-29,65.7699966430664,7.679999828338623,29.6299991607666,5.639999866485596,44.83000183105469,113.9800033569336,47.0099983215332,66.12000274658203,12.5,61.560001373291016,66.13182830810547,51.84000015258789,93.95999908447266,130.55999755859375,27.239999771118164
2018-10-30,68.0199966430664,7.699999809265137,30.440000534057617,5.739999771118164,46.25,117.45999908447266,48.0,67.88999938964844,12.609999656677246,62.099998474121094,67.03382873535156,54.13999938964844,93.4000015258789,132.75999450683594,28.030000686645508
2018-10-31,61.79999923706055,8.0,30.940000534057617,5.739999771118164,48.029998779296875,121.31999969482422,47.25,66.73999786376953,12.510000228881836,59.91999816894531,67.718994140625,56.040000915527344,91.88999938964844,135.44000244140625,28.270000457763672
2018-11-01,62.56999969482422,7.900000095367432,32.119998931884766,6.110000133514404,51.04999923706055,124.69999694824219,48.720001220703125,69.61000061035156,12.59000015258789,62.36000061035156,70.71118927001953,57.38999938964844,92.41999816894531,140.64999389648438,28.889999389648438
2018-11-02,62.5,8.180000305175781,31.90999984741211,5.980000019073486,49.68000030517578,125.79000091552734,48.0,70.63999938964844,12.420000076293945,61.560001373291016,69.78317260742188,57.13999938964844,93.80999755859375,141.72000122070312,29.049999237060547
2018-11-05,62.0,8.0,32.220001220703125,5.980000019073486,49.4900016784668,126.41000366210938,48.099998474121094,70.12000274658203,12.59000015258789,62.040000915527344,69.80919647216797,56.25,93.8499984741211,142.64999389648438,29.1200008392334
2018-11-06,63.33000183105469,7.869999885559082,35.63999938964844,6.170000076293945,51.63999938964844,129.3300018310547,47.33000183105469,70.9000015258789,12.710000038146973,62.02000045776367,72.53252410888672,57.68000030517578,93.18000030517578,145.47000122070312,28.829999923706055
2018-11-07,62.75,7.739999771118164,36.599998474121094,6.340000152587891,53.54999923706055,135.10000610351562,48.29999923706055,75.7699966430664,12.819999694824219,62.040000915527344,72.8013916015625,58.2599983215332,95.75,148.42999267578125,29.040000915527344
2018-11-08,62.47999954223633,7.5,36.9900016784668,6.480000019073486,53.66999816894531,131.38999938964844,48.56999969482422,78.19999694824219,13.029999732971191,61.5,72.56721496582031,57.93000030517578,96.62000274658203,146.6699981689453,28.709999084472656
2018-11-09,63.27000045776367,7.28000020980835,36.630001068115234,6.440000057220459,52.220001220703125,126.91000366210938,48.2599983215332,74.19999694824219,13.100000381469727,62.08000183105469,72.48048400878906,55.779998779296875,97.12999725341797,144.80999755859375,28.100000381469727
2018-11-12,62.09000015258789,7.28000020980835,36.29999923706055,6.320000171661377,51.27000045776367,125.0,47.939998626708984,76.88999938964844,13.279999732971191,61.61000061035156,71.31829833984375,56.209999084472656,96.19000244140625,144.57000732421875,27.700000762939453
2018-11-13,61.72999954223633,7.059999942779541,36.130001068115234,6.340000152587891,49.540000915527344,125.95999908447266,48.02000045776367,76.91999816894531,13.229999542236328,58.16999816894531,70.45967102050781,57.470001220703125,95.7699966430664,147.22999572753906,27.969999313354492
2018-11-14,60.09000015258789,7.150000095367432,35.720001220703125,6.199999809265137,45.029998779296875,125.0999984741211,46.599998474121094,77.30999755859375,12.890000343322754,58.7599983215332,70.23416900634766,56.810001373291016,94.19000244140625,147.22000122070312,28.18000030517578
2018-11-15,59.0099983215332,7.139999866485596,36.13999938964844,6.230000019073486,46.61000061035156,129.4199981689453,46.130001068115234,78.08000183105469,12.789999961853027,59.029998779296875,71.69991302490234,57.400001525878906,93.30000305175781,146.6999969482422,28.350000381469727
2018-11-16,58.40999984741211,7.190000057220459,36.66999816894531,6.300000190734863,47.09000015258789,129.9600067138672,46.380001068115234,78.9800033569336,12.859999656677246,60.220001220703125,72.15958404541016,57.18000030517578,92.66000366210938,147.8699951171875,28.450000762939453
